"tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","start.end.name"
207,"2017-09-27 15:33:30","2017-09-27 15:36:58",3279,"Dixon Mills",40.7216301426384,-74.0499678254128,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26239,"Subscriber","1982",1,"Dixon Mills - Grove St PATH"
371,"2017-09-11 15:11:20","2017-09-11 15:17:32",3275,"Columbus Drive",40.7183551982321,-74.0389144420624,3202,"Newport PATH",40.7272235,-74.0337589,26215,"Subscriber","1979",1,"Columbus Drive - Newport PATH"
522,"2017-09-08 09:39:33","2017-09-08 09:48:15",3213,"Van Vorst Park",40.71848892,-74.047726625,3202,"Newport PATH",40.7272235,-74.0337589,29666,"Subscriber","1981",2,"Van Vorst Park - Newport PATH"
201,"2017-09-28 07:45:55","2017-09-28 07:49:17",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26277,"Subscriber","1986",1,"Brunswick St - Grove St PATH"
350,"2017-09-20 17:40:47","2017-09-20 17:46:38",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3267,"Morris Canal",40.7124188237569,-74.0385255217552,26306,"Subscriber","1988",1,"Grove St PATH - Morris Canal"
181,"2017-09-05 20:18:49","2017-09-05 20:21:51",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3211,"Newark Ave",40.72152515,-74.046304543,29477,"Subscriber","1985",1,"Grove St PATH - Newark Ave"
1307,"2017-09-05 12:00:19","2017-09-05 12:22:07",3209,"Brunswick St",40.7241765,-74.0506564,3183,"Exchange Place",40.7162469,-74.0334588,29293,"Customer","NULL",0,"Brunswick St - Exchange Place"
526,"2017-09-07 13:52:44","2017-09-07 14:01:30",3211,"Newark Ave",40.72152515,-74.046304543,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,29495,"Subscriber","1980",1,"Newark Ave - Marin Light Rail"
1364,"2017-09-17 11:42:31","2017-09-17 12:05:16",3203,"Hamilton Park",40.727595966,-74.044247311,3214,"Essex Light Rail",40.7127742,-74.0364857,26250,"Subscriber","1982",1,"Hamilton Park - Essex Light Rail"
318,"2017-09-19 08:15:15","2017-09-19 08:20:34",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26252,"Subscriber","1989",2,"Hamilton Park - Grove St PATH"
513,"2017-09-07 21:43:39","2017-09-07 21:52:13",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3280,"Astor Place",40.719282200707,-74.071261882782,29552,"Subscriber","1976",1,"Sip Ave - Astor Place"
226,"2017-09-04 13:19:42","2017-09-04 13:23:28",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,29605,"Subscriber","1979",1,"Grove St PATH - Marin Light Rail"
419,"2017-09-29 20:10:53","2017-09-29 20:17:53",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3203,"Hamilton Park",40.727595966,-74.044247311,31890,"Subscriber","1978",1,"Grove St PATH - Hamilton Park"
7482,"2017-09-16 15:23:36","2017-09-16 17:28:18",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,26177,"Customer","NULL",0,"Grove St PATH - Baldwin at Montgomery"
343,"2017-09-02 16:53:03","2017-09-02 16:58:47",3203,"Hamilton Park",40.727595966,-74.044247311,3213,"Van Vorst Park",40.71848892,-74.047726625,29449,"Customer","NULL",0,"Hamilton Park - Van Vorst Park"
1008,"2017-09-21 08:46:37","2017-09-21 09:03:26",3281,"Leonard Gordon Park",40.7459099663156,-74.0572714805603,3183,"Exchange Place",40.7162469,-74.0334588,29126,"Subscriber","1979",1,"Leonard Gordon Park - Exchange Place"
380,"2017-09-23 22:20:04","2017-09-23 22:26:24",3193,"Lincoln Park",40.7246050998869,-74.0784059464931,3195,"Sip Ave",40.7307426253066,-74.0637838840485,29207,"Subscriber","1983",1,"Lincoln Park - Sip Ave"
161,"2017-09-17 04:09:10","2017-09-17 04:11:52",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3213,"Van Vorst Park",40.71848892,-74.047726625,29223,"Subscriber","1970",1,"Grove St PATH - Van Vorst Park"
210,"2017-09-27 14:19:47","2017-09-27 14:23:17",3194,"McGinley Square",40.7253399253558,-74.0676221251488,3195,"Sip Ave",40.7307426253066,-74.0637838840485,26220,"Subscriber","1981",1,"McGinley Square - Sip Ave"
684,"2017-09-12 09:25:26","2017-09-12 09:36:50",3211,"Newark Ave",40.72152515,-74.046304543,3199,"Newport Pkwy",40.7287448,-74.0321082,29282,"Subscriber","1978",2,"Newark Ave - Newport Pkwy"
282,"2017-09-20 09:47:49","2017-09-20 09:52:31",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3275,"Columbus Drive",40.7183551982321,-74.0389144420624,29595,"Subscriber","NULL",0,"Jersey & 3rd - Columbus Drive"
180,"2017-09-22 19:15:39","2017-09-22 19:18:40",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3279,"Dixon Mills",40.7216301426384,-74.0499678254128,29448,"Subscriber","1981",1,"Grove St PATH - Dixon Mills"
534,"2017-09-10 17:06:48","2017-09-10 17:15:43",3481,"York St",40.71649,-74.04105,3209,"Brunswick St",40.7241765,-74.0506564,26208,"Subscriber","1957",2,"York St - Brunswick St"
258,"2017-09-17 14:13:01","2017-09-17 14:17:19",3276,"Marin Light Rail",40.7145840353589,-74.042817056179,3275,"Columbus Drive",40.7183551982321,-74.0389144420624,29243,"Subscriber","1931",2,"Marin Light Rail - Columbus Drive"
435,"2017-09-28 16:43:10","2017-09-28 16:50:26",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,26229,"Subscriber","1941",2,"Exchange Place - Newport Pkwy"
1614,"2017-09-09 11:51:32","2017-09-09 12:18:27",3275,"Columbus Drive",40.7183551982321,-74.0389144420624,3270,"Jersey & 6th St",40.7252891078113,-74.0455716848373,29613,"Subscriber","1988",2,"Columbus Drive - Jersey & 6th St"
431,"2017-09-12 21:32:21","2017-09-12 21:39:32",3276,"Marin Light Rail",40.7145840353589,-74.042817056179,3192,"Liberty Light Rail",40.7112423,-74.0557013,29570,"Subscriber","1993",2,"Marin Light Rail - Liberty Light Rail"
809,"2017-09-19 07:44:43","2017-09-19 07:58:13",3196,"Riverview Park",40.7443187,-74.0439909,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26266,"Subscriber","1991",2,"Riverview Park - Grove St PATH"
371,"2017-09-23 10:02:04","2017-09-23 10:08:15",3209,"Brunswick St",40.7241765,-74.0506564,3213,"Van Vorst Park",40.71848892,-74.047726625,29295,"Subscriber","1991",1,"Brunswick St - Van Vorst Park"
291,"2017-09-22 11:52:58","2017-09-22 11:57:49",3202,"Newport PATH",40.7272235,-74.0337589,3203,"Hamilton Park",40.727595966,-74.044247311,26282,"Subscriber","1988",1,"Newport PATH - Hamilton Park"
387,"2017-09-05 12:28:38","2017-09-05 12:35:06",3183,"Exchange Place",40.7162469,-74.0334588,3202,"Newport PATH",40.7272235,-74.0337589,26308,"Subscriber","1969",1,"Exchange Place - Newport PATH"
268,"2017-09-19 18:35:24","2017-09-19 18:39:52",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,29233,"Subscriber","1971",1,"Exchange Place - Warren St"
601,"2017-09-21 06:49:01","2017-09-21 06:59:02",3268,"Lafayette Park",40.7134638266919,-74.0628585219383,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29451,"Subscriber","1984",1,"Lafayette Park - Grove St PATH"
376,"2017-09-30 19:31:15","2017-09-30 19:37:32",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,26208,"Subscriber","1987",1,"Hamilton Park - Newport PATH"
545,"2017-09-21 17:31:04","2017-09-21 17:40:10",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26293,"Subscriber","1977",2,"Sip Ave - Grove St PATH"
319,"2017-09-06 17:53:39","2017-09-06 17:58:59",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3194,"McGinley Square",40.7253399253558,-74.0676221251488,29221,"Subscriber","1956",1,"Sip Ave - McGinley Square"
635,"2017-09-26 17:42:37","2017-09-26 17:53:13",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,18885,"Subscriber","1980",2,"Exchange Place - Marin Light Rail"
860,"2017-09-29 21:30:48","2017-09-29 21:45:09",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3277,"Communipaw & Berry Lane",40.7143583687043,-74.0666109323502,31681,"Subscriber","1986",2,"Grove St PATH - Communipaw & Berry Lane"
332,"2017-09-12 21:03:22","2017-09-12 21:08:55",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3267,"Morris Canal",40.7124188237569,-74.0385255217552,29489,"Subscriber","1965",1,"Grove St PATH - Morris Canal"
435,"2017-09-13 09:52:11","2017-09-13 09:59:27",3280,"Astor Place",40.719282200707,-74.071261882782,3195,"Sip Ave",40.7307426253066,-74.0637838840485,29463,"Subscriber","1953",2,"Astor Place - Sip Ave"
353,"2017-09-16 23:18:17","2017-09-16 23:24:10",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,26252,"Subscriber","1985",2,"Exchange Place - Marin Light Rail"
670,"2017-09-13 21:46:35","2017-09-13 21:57:45",3214,"Essex Light Rail",40.7127742,-74.0364857,3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,26271,"Subscriber","1986",2,"Essex Light Rail - Brunswick & 6th"
353,"2017-09-28 19:02:59","2017-09-28 19:08:52",3214,"Essex Light Rail",40.7127742,-74.0364857,3187,"Warren St",40.7211236,-74.03805095,30919,"Subscriber","1989",1,"Essex Light Rail - Warren St"
199,"2017-09-06 09:59:24","2017-09-06 10:02:43",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,26170,"Subscriber","1995",1,"Essex Light Rail - Exchange Place"
1309,"2017-09-26 15:45:47","2017-09-26 16:07:37",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3274,"Bethune Center",40.7049575167286,-74.0859308838844,26153,"Customer","NULL",0,"Sip Ave - Bethune Center"
979,"2017-09-16 15:09:49","2017-09-16 15:26:09",3188,"NJCU",40.7101087,-74.0858489,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,29478,"Subscriber","1964",1,"NJCU - Baldwin at Montgomery"
684,"2017-09-28 14:37:48","2017-09-28 14:49:13",3184,"Paulus Hook",40.7141454,-74.0335519,3279,"Dixon Mills",40.7216301426384,-74.0499678254128,31728,"Subscriber","1982",1,"Paulus Hook - Dixon Mills"
723,"2017-09-07 20:18:32","2017-09-07 20:30:35",3220,"5 Corners Library",40.7349610200095,-74.0595030784607,3210,"Pershing Field",40.742677141,-74.051788633,29652,"Customer","NULL",0,"5 Corners Library - Pershing Field"
581,"2017-09-06 17:57:20","2017-09-06 18:07:01",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3192,"Liberty Light Rail",40.7112423,-74.0557013,26225,"Subscriber","1990",2,"Grove St PATH - Liberty Light Rail"
215,"2017-09-07 07:58:29","2017-09-07 08:02:04",3278,"Monmouth and 6th",40.725685483629,-74.0487903356552,3273,"Manila & 1st",40.72165072488,-74.0428841114044,29536,"Subscriber","1984",2,"Monmouth and 6th - Manila & 1st"
240,"2017-09-12 18:42:19","2017-09-12 18:46:20",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3213,"Van Vorst Park",40.71848892,-74.047726625,29482,"Subscriber","1987",2,"Grove St PATH - Van Vorst Park"
3305,"2017-09-04 16:15:49","2017-09-04 17:10:54",3196,"Riverview Park",40.7443187,-74.0439909,3205,"JC Medical Center",40.7165397809919,-74.0496379137039,29615,"Customer","NULL",0,"Riverview Park - JC Medical Center"
284,"2017-09-20 15:55:48","2017-09-20 16:00:32",3205,"JC Medical Center",40.7165397809919,-74.0496379137039,3211,"Newark Ave",40.72152515,-74.046304543,26179,"Subscriber","1956",1,"JC Medical Center - Newark Ave"
475,"2017-09-17 15:58:50","2017-09-17 16:06:46",3185,"City Hall",40.7177325,-74.043845,3214,"Essex Light Rail",40.7127742,-74.0364857,26279,"Subscriber","1960",1,"City Hall - Essex Light Rail"
288,"2017-09-25 18:26:53","2017-09-25 18:31:41",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3209,"Brunswick St",40.7241765,-74.0506564,29606,"Subscriber","1993",1,"Grove St PATH - Brunswick St"
1506,"2017-09-05 19:14:31","2017-09-05 19:39:38",3267,"Morris Canal",40.7124188237569,-74.0385255217552,3214,"Essex Light Rail",40.7127742,-74.0364857,26227,"Subscriber","1944",1,"Morris Canal - Essex Light Rail"
84,"2017-09-25 09:23:19","2017-09-25 09:24:44",3184,"Paulus Hook",40.7141454,-74.0335519,3183,"Exchange Place",40.7162469,-74.0334588,29667,"Subscriber","1993",1,"Paulus Hook - Exchange Place"
447,"2017-09-08 10:28:39","2017-09-08 10:36:07",3213,"Van Vorst Park",40.71848892,-74.047726625,3214,"Essex Light Rail",40.7127742,-74.0364857,26431,"Subscriber","1964",2,"Van Vorst Park - Essex Light Rail"
350,"2017-09-27 15:51:55","2017-09-27 15:57:46",3202,"Newport PATH",40.7272235,-74.0337589,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26196,"Subscriber","NULL",0,"Newport PATH - Grove St PATH"
337,"2017-09-07 10:54:11","2017-09-07 10:59:49",3192,"Liberty Light Rail",40.7112423,-74.0557013,3205,"JC Medical Center",40.7165397809919,-74.0496379137039,29502,"Subscriber","1987",2,"Liberty Light Rail - JC Medical Center"
294,"2017-09-28 08:45:51","2017-09-28 08:50:46",3184,"Paulus Hook",40.7141454,-74.0335519,3275,"Columbus Drive",40.7183551982321,-74.0389144420624,26315,"Subscriber","1976",1,"Paulus Hook - Columbus Drive"
158,"2017-09-29 20:03:22","2017-09-29 20:06:01",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3203,"Hamilton Park",40.727595966,-74.044247311,31700,"Subscriber","1979",1,"Jersey & 3rd - Hamilton Park"
741,"2017-09-03 12:26:48","2017-09-03 12:39:09",3280,"Astor Place",40.719282200707,-74.071261882782,3185,"City Hall",40.7177325,-74.043845,26297,"Subscriber","1960",1,"Astor Place - City Hall"
247,"2017-09-07 19:28:16","2017-09-07 19:32:24",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,26215,"Subscriber","1980",1,"Exchange Place - Essex Light Rail"
227,"2017-09-18 17:38:02","2017-09-18 17:41:50",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3194,"McGinley Square",40.7253399253558,-74.0676221251488,26272,"Subscriber","1978",1,"Sip Ave - McGinley Square"
254,"2017-09-01 19:04:04","2017-09-01 19:08:19",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,29538,"Subscriber","1988",2,"Grove St PATH - Jersey & 3rd"
1348,"2017-09-15 21:32:20","2017-09-15 21:54:49",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,29226,"Subscriber","1982",1,"Exchange Place - Marin Light Rail"
161,"2017-09-18 20:54:12","2017-09-18 20:56:53",3202,"Newport PATH",40.7272235,-74.0337589,3199,"Newport Pkwy",40.7287448,-74.0321082,29443,"Subscriber","1993",1,"Newport PATH - Newport Pkwy"
583,"2017-09-01 04:32:31","2017-09-01 04:42:15",3191,"Union St",40.7182113,-74.0836394,3195,"Sip Ave",40.7307426253066,-74.0637838840485,29617,"Subscriber","1996",1,"Union St - Sip Ave"
342,"2017-09-06 17:57:19","2017-09-06 18:03:01",3270,"Jersey & 6th St",40.7252891078113,-74.0455716848373,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26234,"Subscriber","1976",1,"Jersey & 6th St - Grove St PATH"
2052,"2017-09-02 15:44:26","2017-09-02 16:18:38",3207,"Oakland Ave",40.7376037,-74.0524783,3206,"Hilltop",40.7311689,-74.0575736,26317,"Subscriber","1985",1,"Oakland Ave - Hilltop"
652,"2017-09-29 06:39:42","2017-09-29 06:50:35",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3268,"Lafayette Park",40.7134638266919,-74.0628585219383,31756,"Subscriber","1977",1,"Grove St PATH - Lafayette Park"
285,"2017-09-07 15:25:07","2017-09-07 15:29:53",3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29660,"Subscriber","1980",1,"Brunswick & 6th - Grove St PATH"
223,"2017-09-28 18:24:16","2017-09-28 18:27:59",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.0385255217552,26170,"Subscriber","1980",1,"Exchange Place - Morris Canal"
288,"2017-09-19 08:27:40","2017-09-19 08:32:28",3194,"McGinley Square",40.7253399253558,-74.0676221251488,3195,"Sip Ave",40.7307426253066,-74.0637838840485,29666,"Subscriber","1984",1,"McGinley Square - Sip Ave"
152,"2017-09-13 21:02:52","2017-09-13 21:05:24",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,29493,"Subscriber","1992",1,"Jersey & 3rd - Brunswick & 6th"
405,"2017-09-05 10:13:13","2017-09-05 10:19:59",3213,"Van Vorst Park",40.71848892,-74.047726625,3214,"Essex Light Rail",40.7127742,-74.0364857,26278,"Subscriber","1964",2,"Van Vorst Park - Essex Light Rail"
614,"2017-09-12 18:34:58","2017-09-12 18:45:13",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3193,"Lincoln Park",40.7246050998869,-74.0784059464931,26173,"Subscriber","1992",1,"Sip Ave - Lincoln Park"
444,"2017-09-14 03:58:23","2017-09-14 04:05:48",3280,"Astor Place",40.719282200707,-74.071261882782,3195,"Sip Ave",40.7307426253066,-74.0637838840485,29652,"Subscriber","1960",1,"Astor Place - Sip Ave"
473,"2017-09-18 15:46:57","2017-09-18 15:54:50",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3185,"City Hall",40.7177325,-74.043845,26233,"Subscriber","1981",1,"Baldwin at Montgomery - City Hall"
507,"2017-09-13 17:04:56","2017-09-13 17:13:24",3207,"Oakland Ave",40.7376037,-74.0524783,3198,"Heights Elevator",40.7487159453802,-74.0404433012009,29556,"Subscriber","1984",2,"Oakland Ave - Heights Elevator"
937,"2017-09-04 18:41:50","2017-09-04 18:57:28",3202,"Newport PATH",40.7272235,-74.0337589,3205,"JC Medical Center",40.7165397809919,-74.0496379137039,26285,"Subscriber","1977",1,"Newport PATH - JC Medical Center"
489,"2017-09-17 01:04:36","2017-09-17 01:12:45",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3193,"Lincoln Park",40.7246050998869,-74.0784059464931,29533,"Subscriber","1969",1,"Sip Ave - Lincoln Park"
160,"2017-09-19 06:59:40","2017-09-19 07:02:21",3187,"Warren St",40.7211236,-74.03805095,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29235,"Subscriber","1986",1,"Warren St - Grove St PATH"
680,"2017-09-07 23:09:01","2017-09-07 23:20:21",3211,"Newark Ave",40.72152515,-74.046304543,3207,"Oakland Ave",40.7376037,-74.0524783,26184,"Subscriber","1984",1,"Newark Ave - Oakland Ave"
293,"2017-09-08 18:23:06","2017-09-08 18:27:59",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,29217,"Subscriber","1979",1,"Grove St PATH - Marin Light Rail"
1395,"2017-09-07 20:09:35","2017-09-07 20:32:50",3198,"Heights Elevator",40.7487159453802,-74.0404433012009,3207,"Oakland Ave",40.7376037,-74.0524783,29253,"Subscriber","1986",2,"Heights Elevator - Oakland Ave"
214,"2017-09-23 15:09:19","2017-09-23 15:12:54",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29125,"Subscriber","1956",2,"Jersey & 3rd - Grove St PATH"
1231,"2017-09-14 18:26:57","2017-09-14 18:47:29",3214,"Essex Light Rail",40.7127742,-74.0364857,3213,"Van Vorst Park",40.71848892,-74.047726625,29277,"Subscriber","1974",1,"Essex Light Rail - Van Vorst Park"
509,"2017-09-08 08:17:25","2017-09-08 08:25:54",3213,"Van Vorst Park",40.71848892,-74.047726625,3273,"Manila & 1st",40.72165072488,-74.0428841114044,29660,"Subscriber","1986",1,"Van Vorst Park - Manila & 1st"
406,"2017-09-14 09:27:43","2017-09-14 09:34:30",3210,"Pershing Field",40.742677141,-74.051788633,3195,"Sip Ave",40.7307426253066,-74.0637838840485,26236,"Subscriber","1987",1,"Pershing Field - Sip Ave"
716,"2017-09-30 22:02:30","2017-09-30 22:14:27",3211,"Newark Ave",40.72152515,-74.046304543,3184,"Paulus Hook",40.7141454,-74.0335519,31747,"Subscriber","1989",1,"Newark Ave - Paulus Hook"
307,"2017-09-26 07:51:34","2017-09-26 07:56:41",3275,"Columbus Drive",40.7183551982321,-74.0389144420624,3183,"Exchange Place",40.7162469,-74.0334588,26279,"Subscriber","1990",1,"Columbus Drive - Exchange Place"
443,"2017-09-09 10:21:13","2017-09-09 10:28:36",3210,"Pershing Field",40.742677141,-74.051788633,3195,"Sip Ave",40.7307426253066,-74.0637838840485,29253,"Subscriber","1997",1,"Pershing Field - Sip Ave"
